Words			Original Roots		Predicted roots
تصفیہ		تصفیہ			تصفیہی
کر		کر			کر
لیں		لے			لے
۔		۔			۔
ہندوستانی		ہندوستانی			ہندوستانی
برادری		برادری			برادری
کے		کا			کا
وکلا		وکلا			وکل
و		و			و
ارکان		ارکان			رکن
نے		نے			نے
جو		جو			جو
اس		یہ			یہ
مقدمہ		مقدمہ			مقدمہددد
سے		سے			سے
نمٹ		نمٹ			نمٹ
رہے		رہ			رہ
ہےں		ہے			ہے
,		,			,
آج		آج			آج
بتایا		بتا			بتا
کہ		کہ			کہ
عدالت		عدالت			عدالتت
کی		کا			کا
دی		دے			دے
گئی		جا			جا
مہلت		مہلت			مہلتت
کے		کے			کا
اندر		اندر			اندر
اس		یہ			یہ
معاملے		معاملہ			معاملہہ
کی		کا			کا
یکسوئی		یکسوئی			یکسوئی
کر		کر			کر
لی		لے			لے
جائےگی		جا			جا
۔		۔			۔
گزشتہ		گزشتہ			گزشتہگ
سال		سال			سال
18		18			18
مارچ		مارچ			مارچھ
کو		کو			کو
شارجہ		شارجہ			شارجہر
کی		کا			کا
عدالت		عدالت			عدالتت
نے		نے			نے
اپنا		اپنا			اپنا
فیصلہ		فیصلہ			فیصلہی
سناتے		سنا			سنا
ہوئے		ہو			ہو
17		17			17
ہندوستانی		ہندوستانی			ہندوستانی
شہریوں		شہری			شہری
کو		کو			کو
سزائے		سزائے			سزائے
موت		موت			موت
کا		کا			کا
حکم		حکم			حکم
دیا		دے			دے
تھا		تھا			تھا
۔		۔			۔
ان		یہ			یہ
سب		سب			سب
پر		پر			پر
پاکستانی		پاکستانی			پاکستانی
شہری		شہری			شہریرررر
مصری		مصری			مصری
خان		خان			خان
کو		کو			کو
جنوری		جنوری			جنوری
2009		2009			2009
۶		۶			۶
مےں		مےں			مےں
ہلاک		ہلاک			ہلاکک
کرنے		کر			کر
کا		کا			کا
الزام		الزام			الزام
ہے		ہے			ہے
۔		۔			۔
اس		یہ			یہ
کے		کے			کا
بعد		بعد			بعد
مقدمہ		مقدمہ			مقدمہددد
کی		کا			کا
اب		اب			اب
تک		تک			تک
12		12			12
سماعت		سماعت			سماعت
ہو		ہو			ہو
چکی		چک			چک
ہیں		ہے			ہے
۔		۔			۔
مہلوک		مہلوک			مہلوکگ
کے		کا			کا
ارکان		رکن			رکن
خاندان		خاندان			خاندان
نے		نے			نے
سمجھوتہ		سمجھوتہ			سمجھوتہہ
سے		سے			سے
اتفاق		اتفاق			اتفاق
کیا		کر			کر
اور		اور			اور
کہا		کہہ			کہہ
کہ		کہ			کہ
اس		یہ			یہ
مسئلہ		مسئلہ			مسئلہہ
کو		کو			کو
حل		حل			حلححح
کرنے		کر			کر
کی		کا			کا
ممکنہ		ممکنہ			ممکنہئ
کوشش		کوشش			کوشششش
کی		کر			کا
جائےگی		جا			جا
۔		۔			۔
مہلوک		مہلوک			مہلوکگ
کے		کا			کا
افراد		فرد			فرد
خاندان		خاندان			خاندان
کی		کی			کا
جانب		جانب			جانب
سے		سے			سے
خون_بہا		خون_بہا			خون_ہ
کی		کا			کا
رقم		رقم			رقم
کے		کا			کا
تعین		تعین			تعین
کے		کے			کا
لئے		لئے			لئے
محمد		محمد			محمدد
رمضان		رمضان			رمضان
کو		کو			کو
نامزد		نامزد			نامزد
کیا		کر			کر
گیا		جا			جا
ہے		ہے			ہے
۔		۔			۔
مرکزی		مرکزی			مرکزی
وزیر		وزیر			وزیر
اقلیتی		اقلیتی			اقلیتیی
بہبود		بہبود			بہبودہ
سلمان		سلمان			سلمان
خورشید		خورشید			خورشید
نے		نے			نے
بہرحال		بہرحال			بہرحالہ
بےقصور		بےقصور			بےقصور
مسلمانوں		مسلمان			مسلمان
کے		کے			کا
لئے		لئے			لئے
اپنی		اپنا			اپنا
رائے		رائے			رائے
ظاہر		ظاہر			ظاہرہہ
کرنے		کر			کر
کا		کا			کا
موقع		موقع			موقع
تلاش		تلاش			تلاش
کر		کر			کر
ہی		ہی			ہی
لیا		لے			لے
۔		۔			۔
عبدالرحمن		عبدالرحمن			عبدارحمن
انتولے		انتولے			انتولہ
نے		نے			نے
بھی		بھی			بھی
ہیمنت		ہیمنت			ہیمنتو
کرکرے		کرکرے			کرکرا
کی		کا			کا
ہلاکت		ہلاکت			ہلاکتف
کی		کا			کا
تحقیقات		تحقیق			تحقیق
کا		کا			کا
مطالبہ		مطالبہ			مطالبہطبطططط
کیا		کر			کر
تو		تو			تو
کانگریس		کانگریس			کانگریس
ہائی		ہائی			ہائی
کمان		کمان			کمان
نے		نے			نے
ان		وہ			یہ
کے		کا			کا
لب		لب			لب
سی		سی			سی
دیئے		دے			دے
تھے		تھا			تھا
۔		۔			۔
ان		یہ			یہ
کے		کے			کا
علاوہ		علاوہ			علاوہ
کانگریس		کانگریس			کانگریس
پارٹی		پارٹی			پارٹی
کے		کا			کا
چند		چند			چند
دیگر		دیگر			دیگری
خودساختہ		خودساختہ			خودساختیی
مسلم		مسلم			مسلمل
وزرا		وزیر			وزیررر
بھی		بھی			بھی
مسلمانوں		مسلمان			مسلمان
کے		کا			کا
حق		حق			حق
مےں		مےں			مےں
ہمدردی		ہمدردی			ہمدردیہ
ظاہر		ظاہر			ظاہرہہ
کرنے		کر			کر
کے		کے			کا
لئے		لئے			لئے
کانگریس		کانگریس			کانگریس
ہائی		ہائی			ہائی
کمان		کمان			کمان
سے		سے			سے
اجازت		اجازت			اجازت
کا		کا			کا
انتظار		انتظار			انتظارہ
کر		کر			کر
رہے		رہ			رہ
ہےں		ہے			ہے
تاکہ		تاکہ			تاکہ
وہ		وہ			وہ
بھی		بھی			بھی
برسرعام		برسرعام			برسرعام
مسلمانوں		مسلمان			مسلمان
کے		کا			کا
مفاد		مفاد			مفاد
مےں		مےں			مےں
بیان		بیان			بیان
دے		دے			دے
سکیں		سک			سک
۔		۔			۔
انہیں		وہ			یہ
بھی		بھی			بھی
اجازت		اجازت			اجازت
مل		مل			مل
رہی		رہ			رہ
ہے		ہے			ہے
کہ		کہ			کہ
وہ		وہ			وہ
بےقصور		بےقصور			بےقصور
مسلم		مسلم			مسلمل
نوجوانوں		نوجوان			نوجوان
کے		کا			کا
حق		حق			حق
مےں		مےں			مےں
بیانات		بیان			بیان
جاری		جاری			جاری
کریں		کر			کر
۔		۔			۔
سلمان		سلمان			سلمان
خورشید		خورشید			خورشید
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
مسلمانوں		مسلمان			مسلمان
کی		کا			کا
بہتری		بہتری			بہتریہ
کے		کے			کا
لئے		لئے			لئے
اپنی		اپنا			اپنا
رائے		رائے			رائے
ظاہر		ظاہر			ظاہرہہ
کرنا		کر			کر
یا		یا			یا
آواز		آواز			آواز
اٹھانا		اٹھا			اٹھا
ہر		ہر			ہر
مسلم		مسلم			مسلمل
لیڈر		لیڈر			لیڈرو
کا		کا			کا
فرض		فرض			فرض
ہے		ہے			ہے
۔		۔			۔
مالیگاؤں		مالیگاں			مالیگاں
دھماکے		دھماکے			دھماکہے
مےں		مےں			مےں
زعفرانی		زعفرانی			زعفرانی
دہشت_گردوں		دہشت_گرد			دہشت_گرد
کے		کا			کا
ملوث		ملوث			ملوث
ہونے		ہو			ہو
بعض		بعض			بعض
میڈیا		میڈیا			میڈیای
گروپس		گروپس			گروپس
کے		کا			کا
انکشاف		انکشاف			انکشاف
کے		کے			کا
بعد		بعد			بعد
مسلم		مسلم			مسلمل
قائدین		قائد			قائد
نے		نے			نے
کوئی		کوئی			کوئیی
لب_کشائی		لب_کشائی			لبرکائن
نہیں		نہیں			نہیں
کی		کر			کا
تھی		تھا			تھا
,		,			,
کیونکہ		کیونکہ			کیونکہہ
انہیں		وہ			یہ
ڈر		ڈر			ڈر
تھا		تھا			تھا
کہ		کہ			کہ
اگر		اگر			اگر
وہ		وہ			وہ
کچھ		کچھ			کچھھ
کہیں		کہہ			کہیں
تو		تو			تو
صدر		صدر			صدر
کانگریس		کانگریس			کانگریس
سونیا		سونیا			سونیا
گاندھی		گاندھی			گاندھی
سے		سے			سے
پھٹکار		پھٹکار			پھٹکار
پڑ		پڑ			پڑپ
سکتی		سک			سکی
ہے		ہے			ہے
۔		۔			۔
عبدالرحمن		عبدالرحمن			عبدارحمن
انتولے		انتولے			انتولہ
نے		نے			نے
بھی		بھی			بھی
ہیمنت		ہیمنت			ہیمنتو
کرکرے		کرکرے			کرکرا
کی		کا			کا
ہلاکت		ہلاکت			ہلاکتف
کی		کا			کا
تحقیقات		تحقیق			تحقیق
کا		کا			کا
مطالبہ		مطالبہ			مطالبہطبطططط
کیا		کر			کر
تو		تو			تو
کانگریس		کانگریس			کانگریس
ہائی		ہائی			ہائی
کمان		کمان			کمان
نے		نے			نے
ان		وہ			یہ
کے		کا			کا
لب		لب			لب
سی		سی			سی
دیئے		دے			دے
تھے		تھا			تھا
۔		۔			۔
دارالحکومت		دارالحکومت			دارالحکومت
دہلی		دہلی			دہلیت
کے		کا			کا
شمال		شمال			شمال
مغربی		مغربی			مغربی
علاقہ		علاقہ			علاقہہ
مےں		مےں			مےں
پلاسٹک		پلاسٹ			پلاسٹک
اشیا		اشیا			اش
کی		کا			کا
اےک		اےک			اےک
فیکٹری		فیکٹری			فیکٹری
مےں		مےں			مےں
اچانک		اچانک			اچانک
مہیب		مہیب			مہیبییییی
آگ		آگ			آگ
لگنے		لگ			لگ
کے		کا			کا
اےک		اےک			اےک
واقعہ		واقعہ			واقعہہہہہہہ
مےں		مےں			مےں
کم		کم			کم
از		از			ازی
کم		کم			کم
دس		دس			دس
افراد		فرد			فرد
زندہ		زندہ			زندہہ
جل		جل			جل
گئے		جا			جا
جبکہ		جبکہ			جبکہی
شبہ		شبہ			شبہپپ
کیا		کر			کر
جا		جا			جا
رہا		رہ			رہ
ہے		ہے			ہے
کہ		کہ			کہ
مزید		مزید			مزید
افراد		فرد			فرد
اس		یہ			یہ
مےں		مےں			مےں
پھنسے		پھنس			پھنس
ہوئے		ہو			ہو
ہیں		ہے			ہے
۔		۔			۔
فائر		فائر			فائرر
بریگیڈ		بریگیڈ			بریگیڈی
عہدیداروں		عہدیدار			عہدیدار
نے		نے			نے
بتایا		بتا			بتا
کہ		کہ			کہ
یہ		یہ			یہ
آگ		آگ			آگ
ادیوگ		ادیوگ			اییوگ
نگر		نگر			نگر
علاقہ		علاقہ			علاقہہ
مےں		مےں			مےں
کل		کل			کل
شام		شام			شام
7		7			7
بجے		بج			بج
لگی		لگ			لگ
تھی		تھا			تھا
اور		اور			اور
آگ		آگ			آگ
بجھانے		بجھا			بجھا
کے		کے			کا
لئے		لئے			لئے
50		50			50
فائر		فائر			فائرر
انجنوں		انجن			انجن
کو		کو			کو
طلب		طلب			طلببببب
کر		کر			کر
لیا		لے			لے
گیا		جا			جا
تھا		تھا			تھا
۔		۔			۔
آگ		آگ			آگ
پر		پر			پر
قابو		قابو			قابو
پانے		پا			پان
کے		کے			کا
لئے		لئے			لئے
12		12			12
گھنٹے		گھنٹا			گھنٹھ
کا		کا			کا
وقت		وقت			وقت
درکار		درکار			درکارر
ہوا		ہو			ہو
۔		۔			۔
ملبہ		ملبہ			ملبہببببب
سے		سے			سے
دس		دس			دس
نعشیں		نعش			نعشی
نکالی		نکال			نکالی
گئی		جا			جا
ہےں		ہے			ہے
۔		۔			۔
پاکستان		پاکستان			پاکستان
نے		نے			نے
آج		آج			آج
ہندوستان		ہندوستان			ہندوستانی
کے		کے			کا
ساتھ		ساتھ			ساتھ
عدم_امتیاز		عدم_امتیاز			عدمیاا
پر		پر			پر
مبنی		مبنی			مبنیی
تجارتی		تجارتی			تجارتی
دور		دور			دور
شروع		شروع			شروع
کرنے		کر			کر
کے		کے			کا
لئے		لئے			لئے
فوری		فوری			فوری
طور		طور			طور
پر		پر			پر
اقدامات		اقدام			اقدام
سے		سے			سے
اتفاق		اتفاق			اتفاق
کیا		کر			کر
۔		۔			۔
دونوں		دو			دو
ممالک		مُلک			مُلک
نے		نے			نے
الیکٹریسٹی		الیکٹریسٹی			الیکٹریسٹ
اور		اور			اور
پٹرولیم		پٹرولیم			پٹرولیمی
پروڈکٹس		پروڈکٹس			پروڈکٹس
کے		کا			کا
شعبہ		شعبہ			شعبہ
مےں		مےں			مےں
باہمی		باہمی			باہمی
تجارت		تجارت			تجارتہہہ
کو		کو			کو
فروغ		فروغ			فروغہہہہ
دینے		دے			دے
کا		کا			کا
اعلان		اعلان			اعلان
کیا		کر			کر
ہے		ہے			ہے
جو		جو			جو
کہ		کہ			کہ
اعتماد		اعتماد			اعتماد
کی		کا			کا
بحالی		بحالی			بحالی
کے		کا			کا
اقدامات		اقدام			اقدام
کا		کا			کا
حصہ		حصہ			حصہ
ہوگا		ہو			ہو
۔		۔			۔
ہندوستان		ہندوستان			ہندوستانی
اور		اور			اور
پاکستان		پاکستان			پاکستان
کے		کا			کا
کامرس		کامرس			کامرس
سکریٹریز		سکریٹریز			سکریٹری
کی		کا			کا
دو		دو			دو
روزہ		روزہ			روزہہ
بات_چیت		بات_چیت			بات_چیتی
کے		کے			کا
بعد		بعد			بعد
آج		آج			آج
مشترکہ		مشترکہ			مشترکہ
بیان		بیان			بیان
جاری		جاری			جاری
کیا		کر			کر
گیا		جا			جا
جس		جو			جو
کے		کے			کا
مطابق		مطابق			مطابقطباا
فریقین		فریقین			فریقی
ماہرین		ماہرین			ماہرر
کے		کا			کا
دو		دو			دو
گروپس		گروپس			گروپس
تشکیل		تشکیل			تشکیلی
دیں_گے		دیں_گے			دے
جو		جو			جو
الیکٹریسٹی		الیکٹریسٹی			الیکٹریسٹ
کے		کا			کا
شعبہ		شعبہ			شعبہ
مےں		مےں			مےں
تجارت		تجارت			تجارتہہہ
کو		کو			کو
فروغ		فروغ			فروغہہہہ
دینے		دے			دے
کی		کا			کا
نئی		نیا			نئی
کوششوں		کوشش			کوشش
کے		کے			کا
لئے		لئے			لئے
طریقہ_کار		طریقہ_کار			طریقہ_کار
کا		کا			کا
جائزہ		جائزہ			جائزہئ
لیں_گے		لے			لے
اور		اور			اور
تمام		تمام			تمام
نوعیت		نوعیت			نوعیت
کی		کا			کا
پٹرولیم		پٹرولیم			پٹرولیمی
اشیا		اشیا			اش
کو		کو			کو
وسعت		وسعت			وسعتت
دینے		دے			دے
کے		کے			کا
لئے		لئے			لئے
پہل		پہل			پہل
یقینی		یقینی			یقینیی
بنائیں_گے		بنا			بنا
-		-			-
برقی		برقی			برقیی
کی		کا			کا
تجارت		تجارت			تجارتہہہ
کے		کے			کا
لئے		لئے			لئے
گروپ		گروپ			گروپ
جون		گروپ			جون
کے		کا			کا
ختم		ختم			ختم
تک		تک			تک
قائم		قائم			قائم
کیا		کر			کر
جائےگا		جا			جا
اور		اور			اور
اس		یہ			یہ
کا		کا			کا
پہلا		پہلا			پہلاہ
اجلاس		اجلاس			اجلاس
اکتوبر		اکتوبر			اکتوبر
مےں		مےں			مےں
منعقد		منعقد			منعقد
ہوگا		ہو			ہو
۔		۔			۔
اس		یہ			یہ
گروپ		گروپ			گروپ
کا		کا			کا
پہلا		پہلا			پہلاہ
اجلاس		اجلاس			اجلاس
ستمبر		ستمبر			ستمبر
مےں		مےں			مےں
منعقد		منعقد			منعقد
ہوگا		ہو			ہو
۔		۔			۔
مذاکرات		مذاکرات			مذاکرا
کے		کے			کا
دوران		دوران			دوران
پاکستان		پاکستان			پاکستان
نے		نے			نے
کہا		کہہ			کہہ
کہ		کہ			کہ
وہ		وہ			وہ
ہندوستان		ہندوستان			ہندوستانی
کے		کے			کا
ساتھ		ساتھ			ساتھ
غیرامتیازی		غیرامتیازی			غیرامتازی
تجارتی		تجارتی			تجارتی
دور		دور			دور
کو		کو			کو
ختم		ختم			ختم
کرنے		کر			کر
کے		کے			کا
لئے		لئے			لئے
فوری		فوری			فوری
طور		طور			طور
پر		پر			پر
اقدامات		اقدام			اقدام
یقینی		یقینی			یقینیی
بنائےگا		بنا			بنا
۔		۔			۔
پاکستان		پاکستان			پاکستان
نے		نے			نے
اس		یہ			یہ
بات		بات			بات
کو		کو			کو
تسلیم		تسلیم			تسلیم
کیا		کر			کر
ہے		ہے			ہے
کہ		کہ			کہ
ہندوستان		ہندوستان			ہندوستانی
کو		کو			کو
''		''			''
پسندیدہ		پسندیدہ			پسندیدہہ
ملک		ملک			ملکککک
''		''			''
کا		کا			کا
موقف		موقف			موقف
دیا		دے			دے
جائے		جا			جا
۔		۔			۔
معتمدین		معتمد			معتمدیند
سطح		سطح			سطح
کی		کا			کا
آئندہ		آئندہ			آئندہہ
ملاقات		ملاقات			ملاقات
نومبر		نومبر			نومبر
